Orden;Artículo;Descripción:;Descripción:;Dpto;Instalación;Oper;CBT;Última actividad;Fecha de creación
M013110;63289;CLICK DIGITAL HOJAS;Tar 8.6x5.4cm B Grupo Crecer;TJTA;TA009;10;C;27/02/2024;27/03/2014
M013110;63289;IMPRESORA DIGITAL DE HOJAS;Tar 8.6x5.4cm B Grupo Crecer;TJTA;TA002;20;4;27/02/2024;24/07/2012
M013110;63289;COLECTORA DE LAMINAS;Tar 8.6x5.4cm B Grupo Crecer;TJTA;TA005;30;4;27/02/2024;24/07/2012
M013110;63289;LAMINADORA PVC;Tar 8.6x5.4cm B Grupo Crecer;TJTA;TA006;40;4;27/02/2024;24/07/2012
M013110;63289;TROQUELADORA LAMINAS PVC - CABIDA 3;Tar 8.6x5.4cm B Grupo Crecer;TJTA;TA007;50;4;27/02/2024;24/07/2012
M013110;63289;MESA DE TERMINADOS;Tar 8.6x5.4cm B Grupo Crecer;EMPQ;MT001;60;4;27/02/2024;7/12/2006
M013150;63286;DIDDE GLASER II;Hj 81/2x11 Fac Emsa Mar/24;FORM;FC013;10;P;27/02/2024;14/12/2012
M013150;63286;PREPRENSA LITO;Hj 81/2x11 Fac Emsa Mar/24;PREP;PP001;20;C;27/02/2024;13/02/2007
M013160;63285;DIDDE GLASER II;Hj 8 1/2 X 11 Fact  Emsa -bio;FORM;FC013;10;P;27/02/2024;14/12/2012
M013160;63285;PREPRENSA LITO;Hj 8 1/2 X 11 Fact  Emsa -bio;PREP;PP001;20;C;27/02/2024;13/02/2007
M013270;63292;DIDDE GLASER II;Hj 8 1/2 X 11 Ac Marzo  2024;FORM;FC013;10;P;27/02/2024;14/12/2012
M013270;63292;PREPRENSA LITO;Hj 8 1/2 X 11 Ac Marzo  2024;PREP;PP001;20;C;27/02/2024;13/02/2007
M013310;70;CONVERTIDORA V;Offset 115 Gr 70 X 100;CONV;CN605;10;P;27/02/2024;8/05/2019
M013310;70;CALIBRACION PAPEL;Offset 115 Gr 70 X 100;CONV;CL001;20;P;27/02/2024;13/02/2007
M013310;70;MESA DE TERMINADOS CONV;Offset 115 Gr 70 X 100;CONV;MT002;30;P;27/02/2024;19/01/2013
M013320;70;CONVERTIDORA V;Offset 115 Gr 70 X 100;CONV;CN605;10;P;27/02/2024;8/05/2019
M013320;70;CALIBRACION PAPEL;Offset 115 Gr 70 X 100;CONV;CL001;20;P;27/02/2024;13/02/2007
M013320;70;MESA DE TERMINADOS CONV;Offset 115 Gr 70 X 100;CONV;MT002;30;P;27/02/2024;19/01/2013
M013610;12704;CONVERTIDORA V;P/cote C2s 115 Gr 60 X 78;CONV;CN605;10;P;27/02/2024;8/05/2019
M013610;12704;CALIBRACION PAPEL;P/cote C2s 115 Gr 60 X 78;CONV;CL001;20;P;27/02/2024;13/02/2007
M013610;12704;MESA DE TERMINADOS CONV;P/cote C2s 115 Gr 60 X 78;CONV;MT002;30;P;27/02/2024;19/01/2013
M013690;556;CONVERTIDORA V;P/cote C1s Sbs 320 Gr 70 X100;CONV;CN605;10;P;27/02/2024;8/05/2019
M013690;556;CALIBRACION PAPEL;P/cote C1s Sbs 320 Gr 70 X100;CONV;CL001;20;P;27/02/2024;13/02/2007
M013690;556;MESA DE TERMINADOS CONV;P/cote C1s Sbs 320 Gr 70 X100;CONV;MT002;30;P;27/02/2024;19/01/2013
M013890;70;CONVERTIDORA V;Offset 115 Gr 70 X 100;CONV;CN605;10;P;27/02/2024;8/05/2019
M013890;70;CALIBRACION PAPEL;Offset 115 Gr 70 X 100;CONV;CL001;20;P;27/02/2024;13/02/2007
M013890;70;MESA DE TERMINADOS CONV;Offset 115 Gr 70 X 100;CONV;MT002;30;P;27/02/2024;19/01/2013
M014440;62343;OLIMPIC I;Rollo 80 X 60  Impreso;ROLL;RO400;10;P;27/02/2024;18/10/2006
M014440;62343;PREPRENSA FLEXO;Rollo 80 X 60  Impreso;PREP;PP002;20;C;27/02/2024;14/12/2012
M996910;99990;TERCEROS;Plegadiza Tapabocas (omp);TERC;TR001;10;C;27/02/2024;22/05/2007
M006680;61590;LAMINADORA;Hj 13 7/8 X 2 3/4 Carat Bcs;ILIT;IL506;10;4;28/02/2024;24/03/2023
M006680;61590;SPEED MASTER 6 COLORES;Hj 13 7/8 X 2 3/4 Carat Bcs;ILIT;IL504;20;4;28/02/2024;30/01/2010
M006680;61590;GUILLOTINA III VALORES;Hj 13 7/8 X 2 3/4 Carat Bcs;LIBR;GL651;30;4;28/02/2024;17/01/2007
M006680;61590;PREPRENSA LITO;Hj 13 7/8 X 2 3/4 Carat Bcs;PREP;PP001;40;C;28/02/2024;13/02/2007
M006680;61590;TROQUELADORA -ESTAMPADORA;Hj 13 7/8 X 2 3/4 Carat Bcs;PLEG;PLG01;50;4;28/02/2024;23/02/2022
M007680;560;CONVERTIDORA V;P/cote C2s 90 Gr 70 X100;CONV;CN605;10;P;28/02/2024;8/05/2019
M007680;560;CALIBRACION PAPEL;P/cote C2s 90 Gr 70 X100;CONV;CL001;20;P;28/02/2024;13/02/2007
M007680;560;MESA DE TERMINADOS CONV;P/cote C2s 90 Gr 70 X100;CONV;MT002;30;P;28/02/2024;19/01/2013
M007970;SE2163240;SPEED MASTER 6 COLORES;Earth 70 Gr 59,2 X 81 Imp 4:0;ILIT;IL504;10;4;28/02/2024;30/01/2010
M008520;59947;ARMADORA  DE VASOS 2;Vaso 4 Oz Caliente Blanco;VASO;VAS03;10;P;28/02/2024;3/01/2023
M008520;59947;TERCEROS;Vaso 4 Oz Caliente Blanco;TERC;TR001;20;C;28/02/2024;22/05/2007
M008600;SE7163253;IMPRESORA FLEXO BANDA ANCHA;Bob Ear Mj T 110 Gr 23.5*33*12;IFLE;IFX01;10;P;28/02/2024;14/12/2023
M008610;63253;ARMADORA DE BOLSAS;Bol 23,5x33x12 S1ear Mantr Caj;BOLS;BLS01;10;P;28/02/2024;12/10/2021
M008610;63253;PREPRENSA FLEXO;Bol 23,5x33x12 S1ear Mantr Caj;PREP;PP002;20;C;28/02/2024;14/12/2012
M008970;560;CONVERTIDORA IV;P/cote C2s 90 Gr 70 X100;CONV;CN603;10;P;28/02/2024;17/01/2007
M008970;560;GUILLOTINA DE CONVERSION;P/cote C2s 90 Gr 70 X100;CONV;GL652;20;P;28/02/2024;28/06/2007
M008970;560;MESA DE TERMINADOS CONV;P/cote C2s 90 Gr 70 X100;CONV;MT002;30;P;28/02/2024;19/01/2013
M008980;10101;CONVERTIDORA IV;Bond Blanco A.b. 60gr 60 X 90;CONV;CN603;10;P;28/02/2024;17/01/2007
M008980;10101;GUILLOTINA DE CONVERSION;Bond Blanco A.b. 60gr 60 X 90;CONV;GL652;20;P;28/02/2024;28/06/2007
M008980;10101;MESA DE TERMINADOS CONV;Bond Blanco A.b. 60gr 60 X 90;CONV;MT002;30;P;28/02/2024;19/01/2013
M008990;9995;CONVERTIDORA IV;Bond Blanco A.b. 70gr 70 X 100;CONV;CN603;10;P;28/02/2024;17/01/2007
M008990;9995;GUILLOTINA DE CONVERSION;Bond Blanco A.b. 70gr 70 X 100;CONV;GL652;20;P;28/02/2024;28/06/2007
M008990;9995;MESA DE TERMINADOS CONV;Bond Blanco A.b. 70gr 70 X 100;CONV;MT002;30;P;28/02/2024;19/01/2013
M009000;9995;CONVERTIDORA IV;Bond Blanco A.b. 70gr 70 X 100;CONV;CN603;10;P;28/02/2024;17/01/2007
M009000;9995;GUILLOTINA DE CONVERSION;Bond Blanco A.b. 70gr 70 X 100;CONV;GL652;20;P;28/02/2024;28/06/2007
M009000;9995;MESA DE TERMINADOS CONV;Bond Blanco A.b. 70gr 70 X 100;CONV;MT002;30;P;28/02/2024;19/01/2013
M009010;9995;CONVERTIDORA IV;Bond Blanco A.b. 70gr 70 X 100;CONV;CN603;10;P;28/02/2024;17/01/2007
M009010;9995;GUILLOTINA DE CONVERSION;Bond Blanco A.b. 70gr 70 X 100;CONV;GL652;20;P;28/02/2024;28/06/2007
M009010;9995;MESA DE TERMINADOS CONV;Bond Blanco A.b. 70gr 70 X 100;CONV;MT002;30;P;28/02/2024;19/01/2013
M009020;10310;CONVERTIDORA IV;Bond Blanco A.b. 75gr 60 X 90;CONV;CN603;10;P;28/02/2024;17/01/2007
M009020;10310;GUILLOTINA DE CONVERSION;Bond Blanco A.b. 75gr 60 X 90;CONV;GL652;20;P;28/02/2024;28/06/2007
M009020;10310;MESA DE TERMINADOS CONV;Bond Blanco A.b. 75gr 60 X 90;CONV;MT002;30;P;28/02/2024;19/01/2013
M009030;20;CONVERTIDORA IV;Bond Blanco A.b. 60gr 70 X 100;CONV;CN603;10;P;28/02/2024;17/01/2007
M009030;20;GUILLOTINA DE CONVERSION;Bond Blanco A.b. 60gr 70 X 100;CONV;GL652;20;P;28/02/2024;28/06/2007
M009030;20;MESA DE TERMINADOS CONV;Bond Blanco A.b. 60gr 70 X 100;CONV;MT002;30;P;28/02/2024;19/01/2013
M009140;59948;ARMADORA  DE VASOS 3;Vaso 7 Oz Caliente Blanco;VASO;VAS04;10;P;28/02/2024;3/01/2023
M009140;59948;TERCEROS;Vaso 7 Oz Caliente Blanco;TERC;TR001;20;C;28/02/2024;22/05/2007
M009240;SE8159948;TROQUELADORA DE VASOS;Bob Cartulina 225 Grs7 Onzas;VASO;VAS01;10;4;28/02/2024;3/01/2023
M009300;57601;HARRIS 1200 - II;Fc Bca 9 1/2 X 11 1p 60 Gr;FORM;FC002;10;P;28/02/2024;18/10/2006
M009460;63264;STEVENS I;Hj  Recibos 11 X 4 1/4;FORM;FC007;10;P;28/02/2024;18/10/2006
M009460;63264;GUILLOTINA DE CONVERSION;Hj  Recibos 11 X 4 1/4;CONV;GL652;20;P;28/02/2024;28/06/2007
M009590;63272;DIDDE GLASER II;Fs 8 1/2 X 11 Solicitud;FORM;FC013;10;P;28/02/2024;14/12/2012
M009590;63272;MESA DE TERMINADOS;Fs 8 1/2 X 11 Solicitud;EMPQ;MT001;20;P;28/02/2024;7/12/2006
M009590;63272;PREPRENSA LITO;Fs 8 1/2 X 11 Solicitud;PREP;PP001;30;C;28/02/2024;13/02/2007
M009600;63271;DIDDE GLASER II;Fs 8 1/2 X 11 Pre Filtro;FORM;FC013;10;P;28/02/2024;14/12/2012
M009600;63271;MESA DE TERMINADOS;Fs 8 1/2 X 11 Pre Filtro;EMPQ;MT001;20;P;28/02/2024;7/12/2006
M009600;63271;PREPRENSA LITO;Fs 8 1/2 X 11 Pre Filtro;PREP;PP001;30;C;28/02/2024;13/02/2007
M009750;59572;ROBOSUM;Ro 80 X 60 T/mico 48 Gr S/bpa;ROLL;RO403;10;P;28/02/2024;24/05/2010
M009830;59572;ROBOSUM II;Ro 80 X 60 T/mico 48 Gr S/bpa;ROLL;RO406;10;P;28/02/2024;2/01/2015
M010380;SE5163265;STEVENS I;Bob Quim  8 1/2 X 5 1/2 3p;FORM;FC007;10;4;28/02/2024;18/10/2006
M010540;62919;OLIMPIC I;Rollo 80 X 60 Impreso- 48 Grs;ROLL;RO400;10;P;28/02/2024;18/10/2006
M010540;62919;PREPRENSA FLEXO;Rollo 80 X 60 Impreso- 48 Grs;PREP;PP002;20;C;28/02/2024;14/12/2012
M010550;61769;OLIMPIC I;Rollo 80 X 60 Termico;ROLL;RO400;10;P;28/02/2024;18/10/2006
M010550;61769;PREPRENSA FLEXO;Rollo 80 X 60 Termico;PREP;PP002;20;C;28/02/2024;14/12/2012
M010550;61769;OLIMPIC I;Rollo 80 X 60 Termico;ROLL;RO400;30;P;28/02/2024;18/10/2006
M010690;SE8159950;TROQUELADORA DE VASOS;Bob Cartulina 225grs 9 Onzas;VASO;VAS01;10;4;28/02/2024;3/01/2023
M012730;59948;ARMADORA  DE VASOS 3;Vaso 7 Oz Caliente Blanco;VASO;VAS04;10;P;28/02/2024;3/01/2023
M012730;59948;TERCEROS;Vaso 7 Oz Caliente Blanco;TERC;TR001;20;C;28/02/2024;22/05/2007
M012740;SE8159948;TROQUELADORA DE VASOS;Bob Cartulina 225 Grs7 Onzas;VASO;VAS01;10;4;28/02/2024;3/01/2023
M012860;1000;CONVERTIDORA IV;Papel Periodico 48,8gr 70 X100;CONV;CN603;10;P;28/02/2024;17/01/2007
M012860;1000;CALIBRACION PAPEL;Papel Periodico 48,8gr 70 X100;CONV;CL001;20;P;28/02/2024;13/02/2007
M012860;1000;MESA DE TERMINADOS CONV;Papel Periodico 48,8gr 70 X100;CONV;MT002;30;P;28/02/2024;19/01/2013
M012880;1000;CONVERTIDORA IV;Papel Periodico 48,8gr 70 X100;CONV;CN603;10;P;28/02/2024;17/01/2007
M012880;1000;CALIBRACION PAPEL;Papel Periodico 48,8gr 70 X100;CONV;CL001;20;P;28/02/2024;13/02/2007
M012880;1000;MESA DE TERMINADOS CONV;Papel Periodico 48,8gr 70 X100;CONV;MT002;30;P;28/02/2024;19/01/2013
M012890;1000;CONVERTIDORA IV;Papel Periodico 48,8gr 70 X100;CONV;CN603;10;P;28/02/2024;17/01/2007
M012890;1000;CALIBRACION PAPEL;Papel Periodico 48,8gr 70 X100;CONV;CL001;20;P;28/02/2024;13/02/2007
M012890;1000;MESA DE TERMINADOS CONV;Papel Periodico 48,8gr 70 X100;CONV;MT002;30;P;28/02/2024;19/01/2013
M012900;1000;CONVERTIDORA IV;Papel Periodico 48,8gr 70 X100;CONV;CN603;10;P;28/02/2024;17/01/2007
M012900;1000;CALIBRACION PAPEL;Papel Periodico 48,8gr 70 X100;CONV;CL001;20;P;28/02/2024;13/02/2007
M012900;1000;MESA DE TERMINADOS CONV;Papel Periodico 48,8gr 70 X100;CONV;MT002;30;P;28/02/2024;19/01/2013
M012910;1000;CONVERTIDORA IV;Papel Periodico 48,8gr 70 X100;CONV;CN603;10;P;28/02/2024;17/01/2007
M012910;1000;CALIBRACION PAPEL;Papel Periodico 48,8gr 70 X100;CONV;CL001;20;P;28/02/2024;13/02/2007
M012910;1000;MESA DE TERMINADOS CONV;Papel Periodico 48,8gr 70 X100;CONV;MT002;30;P;28/02/2024;19/01/2013
M013080;SE000244;CONVERTIDORA IV;Natural 70 Gr  69,5 X 97,1cm;CONV;CN603;10;4;28/02/2024;17/01/2007
M013080;SE000244;GUILLOTINA DE CONVERSION;Natural 70 Gr  69,5 X 97,1cm;CONV;GL652;20;4;28/02/2024;28/06/2007
M013080;SE000244;MESA DE TERMINADOS CONV;Natural 70 Gr  69,5 X 97,1cm;CONV;MT002;30;4;28/02/2024;19/01/2013
M013180;62634;DIDDE GLASER II;Hj 8 1/2 X 11sin Impresion;FORM;FC013;10;P;28/02/2024;14/12/2012
M013330;70;CONVERTIDORA V;Offset 115 Gr 70 X 100;CONV;CN605;10;P;28/02/2024;8/05/2019
M013330;70;CALIBRACION PAPEL;Offset 115 Gr 70 X 100;CONV;CL001;20;P;28/02/2024;13/02/2007
M013330;70;MESA DE TERMINADOS CONV;Offset 115 Gr 70 X 100;CONV;MT002;30;P;28/02/2024;19/01/2013
M013400;590;CONVERTIDORA V;P/cote C2s 200 Gr 70 X100;CONV;CN605;10;P;28/02/2024;8/05/2019
M013400;590;CALIBRACION PAPEL;P/cote C2s 200 Gr 70 X100;CONV;CL001;20;P;28/02/2024;13/02/2007
M013400;590;MESA DE TERMINADOS CONV;P/cote C2s 200 Gr 70 X100;CONV;MT002;30;P;28/02/2024;19/01/2013
M013510;63299;DIDDE GLASER II;Hj 8 1/2x11  Fact Ibal Feb-mar;FORM;FC013;10;P;28/02/2024;14/12/2012
M013510;63299;PREPRENSA LITO;Hj 8 1/2x11  Fact Ibal Feb-mar;PREP;PP001;20;C;28/02/2024;13/02/2007
M013520;76284;DIDDE GLASER II;Hj 8 1/2 X11 Factu Natural 72g;FORM;FC013;10;P;28/02/2024;14/12/2012
M013520;76284;PREPRENSA LITO;Hj 8 1/2 X11 Factu Natural 72g;PREP;PP001;20;C;28/02/2024;13/02/2007
M013530;72650;DIDDE GLASER II;Hj 8 1/2 X11 1 Tinta;FORM;FC013;10;P;28/02/2024;14/12/2012
M013530;72650;PREPRENSA LITO;Hj 8 1/2 X11 1 Tinta;PREP;PP001;20;C;28/02/2024;13/02/2007
M013740;63304;DIDDE GLASER II;Hj 8 1/2x11  Eaavv Marzo 24;FORM;FC013;10;P;28/02/2024;14/12/2012
M013740;63304;PREPRENSA LITO;Hj 8 1/2x11  Eaavv Marzo 24;PREP;PP001;20;C;28/02/2024;13/02/2007
M013950;1000;CONVERTIDORA IV;Papel Periodico 48,8gr 70 X100;CONV;CN603;10;P;28/02/2024;17/01/2007
M013950;1000;CALIBRACION PAPEL;Papel Periodico 48,8gr 70 X100;CONV;CL001;20;P;28/02/2024;13/02/2007
M013950;1000;MESA DE TERMINADOS CONV;Papel Periodico 48,8gr 70 X100;CONV;MT002;30;P;28/02/2024;19/01/2013
M013960;1000;CONVERTIDORA IV;Papel Periodico 48,8gr 70 X100;CONV;CN603;10;P;28/02/2024;17/01/2007
M013960;1000;CALIBRACION PAPEL;Papel Periodico 48,8gr 70 X100;CONV;CL001;20;P;28/02/2024;13/02/2007
M013960;1000;MESA DE TERMINADOS CONV;Papel Periodico 48,8gr 70 X100;CONV;MT002;30;P;28/02/2024;19/01/2013
M013980;1000;CONVERTIDORA IV;Papel Periodico 48,8gr 70 X100;CONV;CN603;10;P;28/02/2024;17/01/2007
M013980;1000;CALIBRACION PAPEL;Papel Periodico 48,8gr 70 X100;CONV;CL001;20;P;28/02/2024;13/02/2007
M013980;1000;MESA DE TERMINADOS CONV;Papel Periodico 48,8gr 70 X100;CONV;MT002;30;P;28/02/2024;19/01/2013
M983300;MP999629083;"HARRIS 1000 (17"")";Cartulina P2 240gr App  8,3cm;FORM;FC005;10;P;28/02/2024;18/10/2006
M995590;MP999629083;"HARRIS 1000 (17"")";Cartulina P2 240gr App  8,3cm;FORM;FC005;10;P;28/02/2024;18/10/2006
M997630;SE300004;PHP III - 1;Troq Ecol 60 Gr Carta;SOT;ST300;10;4;28/02/2024;18/10/2006
M997650;SE300006;PHP III - 1;Troq Ecol 60 Gr Oficio;SOT;ST300;10;4;28/02/2024;18/10/2006
M000660;62876;CLICK IMPRESION LASER;Fc 7 1/4x7 1/3 2pchq Gerenc Hs;LIBR;IV001;10;C;29/02/2024;24/05/2016
M000660;62876;CLICK IMPRESION MATRIZ;Fc 7 1/4x7 1/3 2pchq Gerenc Hs;LIBR;IV002;30;C;29/02/2024;24/05/2016
M000660;62876;HOJEADORA SHETTER BOWE;Fc 7 1/4x7 1/3 2pchq Gerenc Hs;LIBR;FC155;40;4;29/02/2024;27/08/2007
M000660;62876;CLICK IMPRESION LASER;Fc 7 1/4x7 1/3 2pchq Gerenc Hs;LIBR;IV001;50;4;29/02/2024;24/05/2016
M000660;62876;IMPRESION KERNING;Fc 7 1/4x7 1/3 2pchq Gerenc Hs;LIBR;IV003;60;4;29/02/2024;24/05/2016
M000660;62876;CLICK IMPRESION MATRIZ;Fc 7 1/4x7 1/3 2pchq Gerenc Hs;LIBR;IV002;70;4;29/02/2024;24/05/2016
M000660;62876;CLICK IMPRESION MATRIZ;Fc 7 1/4x7 1/3 2pchq Gerenc Hs;LIBR;IV002;80;4;29/02/2024;24/05/2016
M000660;62876;COLECTORA 550 III ( pertenece a valores;Fc 7 1/4x7 1/3 2pchq Gerenc Hs;LIBR;FC156;90;4;29/02/2024;4/09/2012
M000660;62876;MESA DE TERMINADOS LIBR;Fc 7 1/4x7 1/3 2pchq Gerenc Hs;LIBR;MT003;100;4;29/02/2024;11/10/2016
M002820;73502;ROBOSUM III;Rollo 80 X60 Los Hornitos;ROLL;RO408;10;P;29/02/2024;23/12/2019
M002820;73502;PREPRENSA FLEXO;Rollo 80 X60 Los Hornitos;PREP;PP002;20;C;29/02/2024;14/12/2012
M003010;61529;CLICK IMPRESION MATRIZ;Fc 8 1/2 X 11 2p Cheque Esp T3;LIBR;IV002;10;C;29/02/2024;24/05/2016
M003010;61529;CLICK IMPRESION LASER;Fc 8 1/2 X 11 2p Cheque Esp T3;LIBR;IV001;20;C;29/02/2024;24/05/2016
M003010;61529;CLICK IMPRESION LASER;Fc 8 1/2 X 11 2p Cheque Esp T3;LIBR;IV001;30;4;29/02/2024;24/05/2016
M003010;61529;IMPRESION KERNING;Fc 8 1/2 X 11 2p Cheque Esp T3;LIBR;IV003;40;4;29/02/2024;24/05/2016
M003010;61529;CLICK IMPRESION MATRIZ;Fc 8 1/2 X 11 2p Cheque Esp T3;LIBR;IV002;50;4;29/02/2024;24/05/2016
M003010;61529;COLECTORA 550 III ( pertenece a valores;Fc 8 1/2 X 11 2p Cheque Esp T3;LIBR;FC156;60;4;29/02/2024;4/09/2012
M003010;61529;MESA DE TERMINADOS LIBR;Fc 8 1/2 X 11 2p Cheque Esp T3;LIBR;MT003;70;4;29/02/2024;11/10/2016
M003010;61529;HEATH 2C;Fc 8 1/2 X 11 2p Cheque Esp T3;LIBR;FC010;80;4;29/02/2024;18/10/2006
M006590;SE763085;IMPRESORA FLEXO BANDA ANCHA;Bob Term 48gr 80 X 80(bls02);IFLE;IFX01;10;P;29/02/2024;14/12/2023
M006590;SE763085;IMPRESORA FLEXO BANDA ANCHA;Bob Term 48gr 80 X 80(bls02);IFLE;IFX01;20;P;29/02/2024;14/12/2023
M006590;SE763085;IMPRESORA FLEXO BANDA ANCHA;Bob Term 48gr 80 X 80(bls02);IFLE;IFX01;30;P;29/02/2024;14/12/2023
M006590;SE763085;IMPRESORA FLEXO BANDA ANCHA;Bob Term 48gr 80 X 80(bls02);IFLE;IFX01;40;P;29/02/2024;14/12/2023
M006590;SE763085;IMPRESORA FLEXO BANDA ANCHA;Bob Term 48gr 80 X 80(bls02);IFLE;IFX01;50;P;29/02/2024;14/12/2023
M008300;59938;ARMADORA  DE VASOS 1;Vaso 9 Oz Caliente Bco 295g;VASO;VAS02;10;P;29/02/2024;3/01/2023
M008310;SE8159938;TROQUELADORA DE VASOS;Bob Cartulina 295gr 9 Caliente;VASO;VAS01;20;4;29/02/2024;3/01/2023
M008720;60759;CLICK IMPRESION MATRIZ;Fc 8 1/2x3 2/3 Cheque Tesoreri;LIBR;IV002;10;C;29/02/2024;24/05/2016
M008720;60759;CLICK IMPRESION MATRIZ;Fc 8 1/2x3 2/3 Cheque Tesoreri;LIBR;IV002;20;4;29/02/2024;24/05/2016
M008720;60759;CLICK IMPRESION MATRIZ;Fc 8 1/2x3 2/3 Cheque Tesoreri;LIBR;IV002;30;4;29/02/2024;24/05/2016
M008720;60759;MESA DE TERMINADOS LIBR;Fc 8 1/2x3 2/3 Cheque Tesoreri;LIBR;MT003;40;4;29/02/2024;11/10/2016
M008720;60759;CLICK IMPRESION LASER;Fc 8 1/2x3 2/3 Cheque Tesoreri;LIBR;IV001;50;C;29/02/2024;24/05/2016
M008720;60759;CLICK IMPRESION LASER;Fc 8 1/2x3 2/3 Cheque Tesoreri;LIBR;IV001;60;4;29/02/2024;24/05/2016
M008720;60759;COLECTORA 550 III ( pertenece a valores;Fc 8 1/2x3 2/3 Cheque Tesoreri;LIBR;FC156;70;4;29/02/2024;4/09/2012
M008720;60759;IMPRESION KERNING;Fc 8 1/2x3 2/3 Cheque Tesoreri;LIBR;IV003;80;4;29/02/2024;24/05/2016
M008720;60759;BO BUNCH ( no pertenece a valores );Fc 8 1/2x3 2/3 Cheque Tesoreri;LIBR;FC154;90;4;29/02/2024;18/10/2006
M008900;73621;CLICK IMPRESION LASER;Hj 8 1/2x 8 1/2 Base Gerencia;LIBR;IV001;10;C;29/02/2024;24/05/2016
M008900;73621;CLICK IMPRESION MATRIZ;Hj 8 1/2x 8 1/2 Base Gerencia;LIBR;IV002;20;C;29/02/2024;24/05/2016
M008900;73621;HOJEADORA SHETTER BOWE;Hj 8 1/2x 8 1/2 Base Gerencia;LIBR;FC155;30;4;29/02/2024;27/08/2007
M008900;73621;CLICK IMPRESION LASER;Hj 8 1/2x 8 1/2 Base Gerencia;LIBR;IV001;40;4;29/02/2024;24/05/2016
M008900;73621;CLICK IMPRESION MATRIZ;Hj 8 1/2x 8 1/2 Base Gerencia;LIBR;IV002;50;4;29/02/2024;24/05/2016
M008900;73621;CLICK IMPRESION MATRIZ;Hj 8 1/2x 8 1/2 Base Gerencia;LIBR;IV002;60;4;29/02/2024;24/05/2016
M008900;73621;IMPRESION KERNING;Hj 8 1/2x 8 1/2 Base Gerencia;LIBR;IV003;70;4;29/02/2024;24/05/2016
M008900;73621;MESA DE TERMINADOS LIBR;Hj 8 1/2x 8 1/2 Base Gerencia;LIBR;MT003;80;4;29/02/2024;11/10/2016
M008920;60023;CLICK IMPRESION MATRIZ;Fc 8 1/2 X 11 Chq Cdt Bcs 2020;LIBR;IV002;10;C;29/02/2024;24/05/2016
M008920;60023;CLICK IMPRESION MATRIZ;Fc 8 1/2 X 11 Chq Cdt Bcs 2020;LIBR;IV002;20;4;29/02/2024;24/05/2016
M008920;60023;CLICK IMPRESION MATRIZ;Fc 8 1/2 X 11 Chq Cdt Bcs 2020;LIBR;IV002;30;4;29/02/2024;24/05/2016
M008920;60023;MESA DE TERMINADOS LIBR;Fc 8 1/2 X 11 Chq Cdt Bcs 2020;LIBR;MT003;40;4;29/02/2024;11/10/2016
M008920;60023;HOJEADORA SHETTER BOWE;Fc 8 1/2 X 11 Chq Cdt Bcs 2020;LIBR;FC155;50;4;29/02/2024;27/08/2007
M008930;76165;MESA DE TERMINADOS LIBR;Chequera S-100 Combo Kit Bcs;LIBR;MT003;10;P;29/02/2024;11/10/2016
M008930;76165;GUILLOTINA III VALORES;Chequera S-100 Combo Kit Bcs;LIBR;GL651;20;4;29/02/2024;17/01/2007
M008930;76165;HOJEADORA SHETTER BOWE;Chequera S-100 Combo Kit Bcs;LIBR;FC155;30;4;29/02/2024;27/08/2007
M008930;76165;IMPRESION KERNING;Chequera S-100 Combo Kit Bcs;LIBR;IV003;40;4;29/02/2024;24/05/2016
M008930;76165;CLICK IMPRESION LASER;Chequera S-100 Combo Kit Bcs;LIBR;IV001;50;C;29/02/2024;24/05/2016
M008930;76165;CLICK IMPRESION MATRIZ;Chequera S-100 Combo Kit Bcs;LIBR;IV002;60;C;29/02/2024;24/05/2016
M008930;76165;CLICK IMPRESION LASER;Chequera S-100 Combo Kit Bcs;LIBR;IV001;70;4;29/02/2024;24/05/2016
M008930;76165;CLICK IMPRESION MATRIZ;Chequera S-100 Combo Kit Bcs;LIBR;IV002;80;4;29/02/2024;24/05/2016
M008930;76165;CLICK IMPRESION MATRIZ;Chequera S-100 Combo Kit Bcs;LIBR;IV002;90;4;29/02/2024;24/05/2016
M008940;60641;MESA DE TERMINADOS LIBR;Chequera Combo Kit S-50 2021;LIBR;MT003;10;P;29/02/2024;11/10/2016
M008940;60641;GUILLOTINA III VALORES;Chequera Combo Kit S-50 2021;LIBR;GL651;20;4;29/02/2024;17/01/2007
M008940;60641;HOJEADORA SHETTER BOWE;Chequera Combo Kit S-50 2021;LIBR;FC155;30;4;29/02/2024;27/08/2007
M008940;60641;IMPRESION KERNING;Chequera Combo Kit S-50 2021;LIBR;IV003;40;4;29/02/2024;24/05/2016
M008940;60641;CLICK IMPRESION LASER;Chequera Combo Kit S-50 2021;LIBR;IV001;50;C;29/02/2024;24/05/2016
M008940;60641;CLICK IMPRESION MATRIZ;Chequera Combo Kit S-50 2021;LIBR;IV002;60;C;29/02/2024;24/05/2016
M008940;60641;CLICK IMPRESION LASER;Chequera Combo Kit S-50 2021;LIBR;IV001;70;4;29/02/2024;24/05/2016
M008940;60641;CLICK IMPRESION MATRIZ;Chequera Combo Kit S-50 2021;LIBR;IV002;80;4;29/02/2024;24/05/2016
M008940;60641;CLICK IMPRESION MATRIZ;Chequera Combo Kit S-50 2021;LIBR;IV002;90;4;29/02/2024;24/05/2016
