Artículo;Descripción:;U/M almacenamiento;Peso unitario;U/M de peso;Gramaje;Ancho;Altura;UM dimensional;Área M2;Fecha de creación
SE6149099;BOB 90gr PMA 8 1/2 x 8 1/2;UN;4,195;GR;90;8,5;8,5;IN;0,047;28/07/2025
SE6149108;BOB 90gr PMA 9 1/2 x 11;UN;6,068;GR;90;9,5;11;IN;0,067;28/07/2025
SE6249045;BOB 60 GR SELF 8 2/7 X 8 1/2;UN;2,726;GR;60;8,286;8,5;IN;0,045;25/07/2025
SE7146641;BOB EARTH 110 gr 28*33*16;KG;1;KG;110;28;33;CM;9,09;1/07/2025
SE7147362;BOB EARTH 110 gr 28*16*33;KG;1;KG;110;28;33;CM;9,091;9/07/2025
SE7148531;BOB EARTH T 81 gr 23.5*33*12;KG;1;KG;81;23,5;33;CM;12,34;18/07/2025
SE7148675;BOB T-LINNER 110 gr 28*16*33;KG;1;KG;135;28;33;CM;9,091;21/07/2025
SE7148954;BOB EARTH 110 gr 28*33*16;KG;1;KG;110;28;33;CM;9,09;24/07/2025
SE7149117;BOB EAR MJ TR 110gr 23.5*33*12;KG;1;KG;110;23,5;33;CM;9,091;28/07/2025
SE7149126;BOB EARTH 110 gr 28*33*16;KG;1;KG;110;28;33;CM;9,09;28/07/2025
SE7149135;BOB EARTH 110 gr 28*16*33;KG;1;KG;110;28;33;CM;9,091;28/07/2025
SE7149379;BOB EARTH 110 gr 23.5*33*12;KG;1;KG;110;23,5;33;CM;9,091;31/07/2025
SE8146650;BOB CARTULINA IMP 240GR 12 OZ;KG;1;KG;240;12;0;OZ;4,166;2/07/2025
SE8146911;BOB CARTULINA 225 GRS 9 OZ P1;KG;1;KG;225;9;0;OZ;4,444;2/07/2025
SE8146920;BOB CARTULINA 225GR 7OZ IMP P1;KG;1;KG;225;7;0;OZ;4,444;2/07/2025
SE8147344;BOB CARTULIN 240GR 9 OZ IMP P2;KG;1;KG;240;9;0;OZ;4,15;9/07/2025
SE8149036;BOB CARTUL 240GR 16 ONZ IMP P2;KG;1;KG;240;16;0;OZ;4,166;25/07/2025
SE8149144;BOB CARTULINA IMP 225GR 4OZ P1;KG;1;KG;225;4;0;OZ;4,444;29/07/2025
SE8149153;BOB CARTULINA 225GR 7OZ IMP P1;KG;1;KG;225;7;0;OZ;4,444;29/07/2025
SE8149190;BOB CARTULINA IMP 225GR 4OZ P1;KG;1;KG;225;4;0;OZ;4,444;30/07/2025
SE8246650;TROQ CARTULINA 240GR 12OZ P2;UN;7,221;GR;240;12;0;OZ;0,03;2/07/2025
SE8246911;TROQ CARTULINA 225 GRS 9 OZ P1;UN;5,816;GR;225;9;0;OZ;0,026;2/07/2025
SE8246920;TROQ BOB CARTULINA 225G 7OZ P1;UN;4,461;GR;225;7;0;OZ;0,02;2/07/2025
SE8247344;TROQ CARTULINA 240 GR 9 OZ  P2;UN;6,204;GR;240;9;0;OZ;0,026;9/07/2025
SE8249036;TROQ CARTUL 240GR 16OZ  IMP P2;UN;9,42;GR;240;16;0;OZ;0,039;25/07/2025
SE8249144;TROQ CARTULINA IMP 225G 4OZ P1;UN;3,337;GR;225;4;0;OZ;0,015;29/07/2025
SE8249153;TROQ BOB CARTULINA 225G 7OZ P1;UN;4,461;GR;225;7;0;OZ;0,02;29/07/2025
SE8249190;TROQ CARTULINA IMP 225G 4OZ P1;UN;3,337;GR;225;4;0;OZ;0,015;30/07/2025
SE8263143;TROQ CARTUL 240GR 16OZ  IMP P2;UN;9,42;GR;240;16;0;OZ;0,039;7/07/2025
SE000313;MANILA 75 gr 51 X 125,6 cm;UN;48,042;GR;75;51;125,6;CM;0,641;20/08/2025
SE000424;OFFS BCO 60 gr 53 x 125,6 cm;UN;39,94;GR;60;53;125,6;CM;0,666;13/08/2025
SE2150252;IMP BOND 75 GR 96 X 72.5 CAB4;UN;52,2;GR;75;96;72,5;CM;0,7;13/08/2025
SE350252;TROQ 75 gr 22,5 X 29 cm;UN;10,322;GR;75;22,5;29;CM;0,135;13/08/2025
SE5149496;BOB BOND 90 gr 10 1/8 X 1 3/8;UN;0,812;GR;90;10,125;1,375;CM;0,009;4/08/2025
SE5151097;BOB QUIM 54,5 GR 13 X 7 1/3 2P;UN;3,352;GR;54,5;13;7,33;IN;0,062;22/08/2025
SE5151646;BOB TERM 55 gr 80 X 60 IMPRESO;KG;1;KG;55;7,9;6000;CM;18,182;27/08/2025
SE6150731;BOB PMA 90 8 1/2 x 11 CHQ;UN;5,429;GR;90;8,5;11;IN;0,06;20/08/2025
SE6150971;BOB PMA 90 8 1/2 x 7 CHQ;UN;3,455;GR;90;8,5;7;IN;0,038;21/08/2025
SE6250731;BOB SELF 60 8 1/2 x 11 CHQ;UN;3,619;GR;60;8,5;11;IN;0,06;20/08/2025
SE6250971;BOB SELF 60 8 1/2 x 7 CHQ;UN;2,303;GR;60;8,5;7;IN;0,038;21/08/2025
SE7149893;BOB EARTH PAC 110g 23.5*12 *33;KG;1;KG;110;23,5;33;CM;9,091;11/08/2025
SE7149902;BOB EARTH T 81 gr 23.5*33*12;KG;1;KG;81;23,5;33;CM;12,34;11/08/2025
SE7149929;BOB EARTH 110 gr 23.5*33*12;KG;1;KG;110;23,5;33;CM;9,091;12/08/2025
SE7150990;BOB T-LINNER 135 gr 28*33*16;KG;1;KG;135;28;33;CM;7,407;22/08/2025
SE8149830;BOB CARTULINA 225GR 7OZ IMP P1;KG;1;KG;225;7;0;OZ;4,444;8/08/2025
SE8150438;BOB CARTUL 240GR 16 ONZ IMP P2;KG;1;KG;240;16;0;OZ;4,166;15/08/2025
SE8249830;TROQ BOB CARTULINA 225G 7OZ P1;UN;4,461;GR;225;7;0;OZ;0,02;8/08/2025
SE8250438;TROQ CARTUL 240GR 16OZ  IMP P2;UN;9,42;GR;240;16;0;OZ;0,039;15/08/2025
SE5152493;BOB TERM 95 gr 57 X 250;KG;1;KG;95;34,6;0;CM;10,526;1/09/2025
SE5161198;BOB TERM 55 gr 80 X 60 IMPRESO;KG;1;KG;55;7,9;6000;CM;18,182;29/09/2025
SE6158956;BOB TERM 80gr 102 X 33 FLEXO;KG;1;KG;80;10,2;3300;CM;12,195;24/09/2025
SE7152484;BOB T-LINNER 90 gr 28*33*16;KG;1;KG;90;28;33;CM;11,111;1/09/2025
SE7152574;BOB EARTH 110 gr 28*33*16;KG;1;KG;110;28;33;CM;9,09;2/09/2025
SE7152583;BOB T-LINNER 90 gr 28*33*16;KG;1;KG;90;28;33;CM;11,111;2/09/2025
SE7152592;BOB EART110 gr 30*17,5 *43;KG;1;KG;110;30;43;CM;9,091;2/09/2025
SE7152809;BOB T-LINNER 90 gr 27*38*17.5;KG;1;KG;90;27;39;CM;11,111;3/09/2025
SE7153416;BOB T-LINNER 135 gr 28*16*33;KG;1;KG;135;28;33;CM;7,407;5/09/2025
SE7153569;BOB T-LINNER 135 gr 28*16*33;KG;1;KG;135;28;33;CM;7,407;10/09/2025
SE7156179;BOB T-LINNER 90 gr 28*33*16;KG;1;KG;90;28;33;CM;11,111;22/09/2025
SE7156188;BOB T-LINNER 135 gr 30*17.5*43;KG;1;KG;135;30;43;CM;9,091;22/09/2025
SE8152611;TROQ CARTULINA 240 GR 22 OZ P2;UN;11,584;GR;240;22;0;OZ;0,048;2/09/2025
SE8152835;BOB CARTULINA IMP 225GR 4OZ P1;KG;1;KG;225;4;0;OZ;4,444;3/09/2025
SE8152871;BOB CARTULINA IMP 240GR 12 OZ;KG;1;KG;240;12;0;OZ;4,166;3/09/2025
SE8152880;BOB CARTUL 240GR 16 ONZ IMP P2;KG;1;KG;240;16;0;OZ;4,166;3/09/2025
SE8153172;BOB CARTULINA IMP 240GR 12 OZ;KG;1;KG;240;12;0;OZ;4,166;4/09/2025
SE8154507;BOB CARTUL 240GR 16 ONZ IMP P2;KG;1;KG;240;16;0;OZ;4,166;17/09/2025
SE8161023;BOB CARTULINA 225GR 7OZ IMP P1;KG;1;KG;225;7;0;OZ;4,444;25/09/2025
SE8161227;BOB CARTUL 240GR 16 ONZ IMP P2;KG;1;KG;240;16;0;OZ;4,166;29/09/2025
SE8252835;TROQ CARTULINA IMP 225G 4OZ P1;UN;3,337;GR;225;4;0;OZ;0,015;3/09/2025
SE8252871;TROQ CARTULINA 240GR 12OZ P2;UN;7,221;GR;240;12;0;OZ;0,03;3/09/2025
SE8252880;TROQ CARTUL 240GR 16OZ  IMP P2;UN;9,42;GR;240;16;0;OZ;0,039;3/09/2025
SE8253172;TROQ CARTULINA 240GR 12OZ P2;UN;7,221;GR;240;12;0;OZ;0,03;4/09/2025
SE8254507;TROQ CARTUL 240GR 16OZ  IMP P2;UN;9,42;GR;240;16;0;OZ;0,039;17/09/2025
SE8261023;TROQ BOB CARTULINA 225G 7OZ P1;UN;4,461;GR;225;7;0;OZ;0,02;25/09/2025
SE8261227;TROQ CARTUL 240GR 16OZ  IMP P2;UN;9,42;GR;240;16;0;OZ;0,039;29/09/2025
SE5164585;BOB QUIM 54,5GR 8 1/2X5 1/2 2P;UN;1,644;GR;55;8,5;5,5;IN;0,03;8/10/2025
SE5164918;BOB TERM LITO 48gr 79 X 60;KG;1;KG;48;7,9;6000;CM;20,833;10/10/2025
SE5165019;BOB TERM LITO 48gr 79 X 60;KG;1;KG;48;7,9;6000;CM;20,833;14/10/2025
SE5165171;BOB TERM LITO 48gr 79 X 60;KG;1;KG;48;7,9;6000;CM;20,833;14/10/2025
SE5165207;BOB TERM LITO 48gr 79 X 60;KG;1;KG;48;7,9;6000;CM;20,833;14/10/2025
SE5165234;BOB TERM LITO 48gr 79 X 60;KG;1;KG;48;7,9;6000;CM;20,833;15/10/2025
SE5165243;BOB TERM LITO 48gr 79 X 60;KG;1;KG;48;7,9;6000;CM;20,833;15/10/2025
SE5166098;BOB FORM 75 gr 13 5/8 x 8 1/2;UN;5,604;GR;75;13,625;8,5;IN;0,149;24/10/2025
SE5166107;BOB FORM 75 gr 11 7/8 x 8 1/2;UN;4,485;GR;75;11,875;8,5;IN;0,13;27/10/2025
SE5266098;BOB FORM 60 gr 13 5/8 x 8 1/2;UN;4,48;GR;60;13,625;8,5;IN;0,075;24/10/2025
SE5266107;BOB FORM 60 gr 11 7/8 x 8 1/2;UN;3,908;GR;60;11,875;8,5;IN;0,065;27/10/2025
SE6163855;BOB 90GR M.AGU 9 1/2 X 11;UN;6,067;GR;90;9,5;11;IN;0,067;2/10/2025
SE6164684;BOB PMA 90 8 1/2 x 8 1/2 CHQ;UN;4,195;GR;90;8,5;8,5;IN;0,046;8/10/2025
SE6164693;BOB PMA 90 9 1/2 x 3 1/7 CHQ;UN;1,733;GR;90;9,5;3,143;IN;0,019;8/10/2025
SE6164702;BOB BOND 75 9 1/2 x 3 1/7 CHQ;UN;1,733;GR;75;9,5;3,143;IN;0,019;8/10/2025
SE6164711;BOB PMA90 9 1/2x3 1/7 CHQ S100;UN;1,732;GR;90;9,5;3,14;IN;0,019;10/10/2025
SE6165162;BOB TERMICO 174 GR 81 X 39.11;KG;1;KG;174;8,1;3911;CM;5,747;14/10/2025
SE6165864;BOB 90GR M.AGU 9 1/2 X 11;UN;6,067;GR;90;9,5;11;IN;0,067;21/10/2025
SE6263855;BOB 60 GR SELF 9 1/2 X 11;UN;4,045;GR;60;9,5;11;IN;0,067;2/10/2025
SE6264684;BOB SELF 60 8 1/2 x 8 1/2 CHQ;UN;2,797;GR;60;8,5;8,5;IN;0,047;8/10/2025
SE6265864;BOB 60 GR SELF 9 1/2 X 11;UN;4,045;GR;60;9,5;11;IN;0,067;21/10/2025
SE7164927;BOB EART110 gr 30*17,5 *43;KG;1;KG;110;30;43;CM;9,091;10/10/2025
SE7165801;BOB T-LINNER 90 gr 28*33*16;KG;1;KG;90;28;33;CM;11,111;20/10/2025
SE7165891;BOB T-LINNER 90 gr 28*33*16;KG;1;KG;90;28;33;CM;11,111;21/10/2025
SE7165981;BOB T-LINNER 135 gr 30*17.5*43;KG;1;KG;135;30;43;CM;9,091;22/10/2025
SE7165990;BOB EART110 gr 30*17,5 *43;KG;1;KG;110;30;43;CM;9,091;22/10/2025
SE7166575;BOB T-LINNER 135 gr 30*17.5*43;KG;1;KG;135;30;43;CM;9,091;29/10/2025
SE8163846;BOB CARTULINA 225GR 7OZ IMP P1;KG;1;KG;225;7;0;OZ;4,444;2/10/2025
SE8164594;BOB CARTULINA IMP 225GR 4OZ P1;KG;1;KG;225;4;0;OZ;4,444;8/10/2025
SE8164909;BOB CARTULINA IMP 225GR 4OZ P1;KG;1;KG;225;4;0;OZ;4,444;10/10/2025
SE8164945;BOB CARTULINA 225GR 7OZ IMP P1;KG;1;KG;225;7;0;OZ;4,444;10/10/2025
SE8165693;BOB CARTULINA 225GR 7OZ IMP P1;KG;1;KG;225;7;0;OZ;4,444;16/10/2025
SE8165855;BOB CARTULINA 225GR 7OZ IMP P1;KG;1;KG;225;7;0;OZ;4,444;21/10/2025
SE8263846;TROQ BOB CARTULINA 225G 7OZ P1;UN;4,461;GR;225;7;0;OZ;0,02;2/10/2025
SE8264594;TROQ CARTULINA IMP 225G 4OZ P1;UN;3,337;GR;225;4;0;OZ;0,015;8/10/2025
SE8264909;TROQ CARTULINA IMP 225G 4OZ P1;UN;3,337;GR;225;4;0;OZ;0,015;10/10/2025
SE8264945;TROQ BOB CARTULINA 225G 7OZ P1;UN;4,461;GR;225;7;0;OZ;0,02;10/10/2025
SE8265693;TROQ BOB CARTULINA 225G 7OZ P1;UN;4,461;GR;225;7;0;OZ;0,02;16/10/2025
SE8265855;TROQ BOB CARTULINA 225G 7OZ P1;UN;4,461;GR;225;7;0;OZ;0,02;21/10/2025
SE5162620;BOB TERM LITO 48gr 79 X 60;KG;1;KG;48;7,9;6000;CM;20,833;25/11/2025
SE5167310;BOB BOND 75 GR 13 1/2  X 8 1/2;UN;5,55;GR;75;13,5;8,5;IN;0,074;18/11/2025
SE5167500;BOB FORM 75 gr 13 5/8 x 8 1/2;UN;5,605;GR;75;13,625;8,5;IN;0,075;20/11/2025
SE5167509;BOB TERM 55gr 80 X 80 LITO;KG;1;KG;55;7,9;8000;CM;18,182;20/11/2025
SE5167518;BOB TERM 55gr 80 X 80 LITO;KG;1;KG;55;7,9;8000;CM;18,182;20/11/2025
SE5167527;BOB TERM 55gr 80 X 80 LITO;KG;1;KG;55;7,9;8000;CM;18,182;20/11/2025
SE5167536;BOB TERM 55gr 80 X 80 LITO;KG;1;KG;55;7,9;8000;CM;18,182;20/11/2025
SE5167841;BOB BOND 90 gr 10 1/8 X 1 3/8;UN;0,808;GR;90;10,125;1,375;CM;0,009;27/11/2025
SE5267500;BOB FORM 60 gr 13 5/8 x 8 1/2;UN;4,48;GR;60;13,625;8,5;IN;0,075;20/11/2025
SE6166686;BOB PMA 90 8 1/2 x 11 CHQ;UN;5,429;GR;90;8,5;11;IN;0,06;4/11/2025
SE6266686;BOB SELF 60 8 1/2 x 11 CHQ;UN;3,619;GR;60;8,5;11;IN;0,06;4/11/2025
SE7167048;BOB EARTH 110 gr 28*33*16;KG;1;KG;110;28;33;CM;9,09;12/11/2025
SE7167057;BOB EARTH 110 gr 28*33*16;KG;1;KG;110;28;33;CM;9,09;12/11/2025
SE7167066;BOB EARTH 110 gr 23.5*33*12;KG;1;KG;110;23,5;33;CM;9,091;12/11/2025
SE7167075;BOB EARTH 110 gr 23.5*33*12;KG;1;KG;110;23,5;33;CM;9,091;12/11/2025
SE7167103;BOB T-LINNER 90 gr 28*33*16;KG;1;KG;90;28;33;CM;11,111;13/11/2025
SE7167328;BOB EARTH 110 gr 28*16*33;KG;1;KG;110;28;33;CM;9,091;18/11/2025
SE7167554;BOB EARTH 110 gr 28*33*16;KG;1;KG;110;28;33;CM;9,09;20/11/2025
SE8167122;BOB CARTULIN 240GR 9 OZ IMP P2;KG;1;KG;240;9;0;OZ;4,15;14/11/2025
SE8167545;BOB CARTULINA IMP 225GR 4OZ P1;KG;1;KG;225;4;0;OZ;4,444;20/11/2025
SE8167755;BOB CARTUL 240GR 16 ONZ IMP P2;KG;1;KG;240;16;0;OZ;4,166;26/11/2025
SE8267122;TROQ CARTULINA 240 GR 9 OZ  P2;UN;6,204;GR;240;9;0;OZ;0,026;14/11/2025
SE8267545;TROQ CARTULINA IMP 225G 4OZ P1;UN;3,337;GR;225;4;0;OZ;0,015;20/11/2025
SE8267755;TROQ CARTUL 240GR 16OZ  IMP P2;UN;9,42;GR;240;16;0;OZ;0,039;26/11/2025
SE5168752;BOB QUIM 54,5 gr 9 1/2 X 11 2P;UN;3,674;GR;54,5;9,5;11;IN;0,067;12/12/2025
SE6168508;BOB TERM 75gr 102 X 33 FLEXO;KG;1;KG;75;10,2;3300;CM;13,333;5/12/2025
SE6168517;BOB PMA 90 8 1/2 x 8 1/2 CHQ;UN;4,195;GR;90;8,5;8,5;IN;0,047;9/12/2025
SE6169049;BOB PMA 90 8 1/2x3 2/3 GEREN;UN;1,809;GR;90;8,5;3,66;IN;0,02;16/12/2025
SE6169141;BOB TERMICO 174 GR 81 X 39.11;KG;1;KG;174;8,1;3911;CM;5,747;18/12/2025
SE6268517;BOB SELF 60 8 1/2 x 8 1/2 CHQ;UN;2,797;GR;60;8,5;8,5;IN;0,047;9/12/2025
SE6269049;BOB SELF 60 8 1/2x 3 2/3 GEREN;UN;1,206;GR;60;8,5;3,66;IN;0,02;16/12/2025
SE7169566;BOB EARTH PAC 110g 23.5*12 *33;KG;1;KG;110;23,5;33;CM;9,091;30/12/2025
SE7169575;BOB T-LINNER 90 gr 28*33*16;KG;1;KG;90;28;33;CM;11,111;30/12/2025
